1,1.0
5,107.4
10,110.5
15,183.2
20,256.0
25,343.7
30,359.5
35,548.5
40,553.6
45,670.2
50,718.7
55,796.5
60,835.3
65,903.3
70,990.6
75,1014.3
80,1101.7
85,1154.9
90,1184.0
95,1222.8
100,1271.3
105,1353.6
110,1440.9
115,1508.8
120,1586.4
125,1605.8
130,1673.7
135,1770.7
140,1812.9
145,1909.9
150,1968.1
155,2065.1
160,2176.5
165,2252.2
170,2358.9
175,2446.2
180,2538.2
185,2630.2
190,2751.3
195,2813.9
200,2920.6
205,3022.0
210,3099.6
215,3206.3
220,3269.2
225,3322.1
230,3375.3
235,3472.0
240,3549.6
245,3631.9
250,3743.0
255,3859.1
260,3951.1
265,4003.0
270,4070.9
275,4122.5
280,4199.8
285,4320.9
290,4407.9
295,4519.0
300,4625.1
305,4741.5
310,4838.5
315,4889.8
320,4943.0
325,5097.3
330,5140.8
335,5208.7
340,5284.7
345,5342.3
350,5439.3
355,5523.3
360,5625.0
365,5658.8
370,5729.6
375,5827.3
380,5870.8
385,5895.0
390,5982.0
395,6035.2
400,6093.4
405,6170.7
410,6237.7
415,6339.4
420,6412.0
425,6455.5
430,6499.0
435,6586.3
440,6650.2
445,6748.6
450,6806.5
455,6898.4
460,6980.4
465,7052.7
470,7120.6
475,7183.2
480,7289.9
485,7352.6
490,7429.9
495,7518.2
500,7574.5
505,7608.3
510,7671.2
515,7758.2
520,7826.1
525,7931.6
530,8052.7
535,8105.6
540,8158.8
545,8219.6
550,8280.9
555,8314.5
560,8382.4
565,8464.7
570,8532.4
575,8585.6
580,8648.0
585,8709.3
590,8781.8
595,8867.0
600,8946.6
605,9017.9
610,9138.7
615,9186.0
620,9258.3
625,9303.1
630,9346.6
635,9375.7
640,9433.9
645,9521.9
650,9597.0
655,9671.1
660,9772.5
665,9883.8
670,9966.1
675,10009.6
680,10108.0
685,10156.5
690,10201.9
695,10231.0
700,10285.6
705,10398.9
710,10475.7
715,10557.6
720,10620.5
725,10664.0
730,10758.5
735,10884.7
740,10957.3
745,11048.8
750,11115.3
755,11179.8
760,11237.8
765,11304.6
770,11399.6
775,11457.8
780,11508.8
785,11581.4
790,11658.8
795,11734.9
